results;Score;Label
messecess is exciting its pretty bad dark jokes is gituu;-0,052457537;negative
dark jokes dark dark mending tanning buy whiteningny;0,04196167;positive
dark jokes dark jokes your pala;0,150488281;positive
dark jokes palalu mledg disgust caught;0,062703451;positive
bang dark jokes dark curse;-0,033349609;negative
dark jokes interest read down;0,098236084;positive
dark jokes black intentions;0,018199921;positive
dark jokes ndasmu njeblug;0,094055176;positive
dark jokes my nyatemen until i was in the beginning of my high school insecure cave i met;-0,080810547;negative
gif lmaooooo dark jokes;0,014648438;positive
suggestion i watched season jokenya dark jokes cute;0,099190848;positive
doy dark jokes bund;0,014648438;positive
broken home religion becomes dark jokes;0,064306641;positive
what one of the childrens broken kids in the status of discussing broken home to dark jokes;-0,018875122;negative
wkawkaka crooked brain uki geplak nutmeg dark;-0,037946429;negative
dark jokes pling ultimate;0,078430176;positive
dark jokes jpf.;0,125406901;positive
ad pull cave up comedy empress illuminati king satire cute assembly indonesian philosophical hypes bang;0,030630929;positive
jumu berti no no dark dark jokes sensitive services;0,002615792;positive
can think of dark jokes content;0,13458252;positive
garr like dark jokes bang;0,145812988;positive
laughing dark jokes empathy block;0,061767578;positive
melaku limp lets ngincak wing jare arek amputation isok gae content dark jokes konco lek jerk jerk;-0,020680147;negative
gejokes the wtc building is dead;-0,130142689;negative
hahh ngerni dark jokes application premium netflix spotify youtube iflix canva viu;0,023903587;positive
muktiaji dark jokes darimanaa;0,014648438;positive
yauhahh gin cepuu dark jokes;0,01171875;positive
dark jokes dog jokes;0,154602051;positive
dark jokes hhahhahaa story;0,092590332;positive
jokes pakein dark skinker mulu;0,075244141;positive
i like dark jokes gataaus dog;0,115087891;positive
dark jokes hand love biscuits;0,247119141;positive
dark jokes sorry;-0,054280599;negative
dark jokes song nasar saik lam lam sayangg lamp sayangg;0,03762207;positive
guys neng dark jokes funny;0,043994141;positive
dark jokes knows;0,229573568;positive
soul gapapa likes dark jokes wkwkek;0,127156576;positive
fak jokes anj dark doang;0,075244141;positive
sleep lets discuss dark jokes;0,062744141;positive
caretaker orgil bathakak narable call abah dark jokes ros singles;0,009982639;positive
cool heart my dark jokes;0,050476074;positive
darks jokesjokes;-0,185546875;negative
use dark dark day jokes fashion;0,071451823;positive
really dark jokes cave;0,211242676;positive
dark jokes appreciation thanks for;0,203430176;positive
jara dark jokes send dm darkny brake;-0,035993304;negative
my crazy heart really dark jokes;0,115234375;positive
dark jokes tweet;0,125406901;positive
dark jokes carcass;0,125406901;positive
fitting chinese grave said assalamualaikum expert grave category dark jokes;0,051269531;positive
yhahaha did not have a friend for the dark personal jokes there was no friend;0,031453451;positive
ava dark original cute you cowo muk shbat cwo i gx youre sngat ccok sffrty jokes psti bgus;0,042068481;positive
the choice of ken dark jokes simpen said circle;0,006417411;positive
bosen dark jokes gore gin anjeng;0,009765625;positive
laknaaat dark jokes.;0,01953125;positive
dark jokes taek.;0,125406901;positive
jjeee gave dark jokes general ngohas tweet mane;0,039580405;positive
gede gedein commented elu i mati opinion;-0,072916667;negative
jjeee is heavy its fit je im afraid of dark jokes its already digged;0,037622187;positive
yes what commented the stts i headed for dark jokes difficult to;-0,020629883;negative
i know my dark jokes for irony is rich in oran;0,096054077;positive
jjeee yaudah dark jokes offensive accept dark joke;0,004696708;positive
dark jokes what is dark jokes how to use it really funny jokes;0,222961426;positive
pict gin bang kuro naichi dark jokes becomes dark jokes;0,072184245;positive
weve like pretentious dark jokes cringe tauk cokmus sometimes chok;-0,007378472;negative
nutmeg youre dark jokes pantek;0,01171875;positive
idr jokes dark humor general;0,018994141;positive
sw dark jokes showdal bacot darkang fasting cool dog;0,006727431;positive
ajig poison dark jokes perverted youth;-0,0625;negative
its already old back pain need a massage to know the backbone of jejen;-0,018812391;negative
chan leonarie moral brain dark jokes doang;0,059151786;positive
peaceful life accept dark jokes;0,141052246;positive
ngurangin dark jokes huhu;0,014648438;positive
afraid of dark really jokes pln turns on the lights;0,054349627;positive
forgiveness of dark jokes;0,156656901;positive
crazy cool bener dark jokes;-0,0578125;negative
dark jokes dark jokes koonntooollll;0,150488281;positive
mampus dark jokes mampus dark jokes nutmeg cave tabu;0,044840495;positive
dark jokes dark dark jokes;0,139794922;positive
dark jokes bgttt hyungggg awww awww darkpp darkpp liminin lamp please;0,062610973;positive
inituh serious mentally ill asked to be afraid of survive brakes;-0,112723214;negative
funny status rights to jokes the name of dark jokes;0,071742467;positive
dark jokes dark jokes stupid doesnt have flip dark jokes teaching ethics dick;0,08484904;positive
nutmeg you dark jokes;0,026000977;positive
i know my dark jokes for rich irony;0,115264893;positive
funny tired typing gabisa cool me dark jokes;0,023611886;positive
swear the name of life is not brouw;0,017700195;positive
sometimes dark jokes empathy thin;0,055712891;positive
dark jokes smooth toll road hamper;0,090869141;positive
stupid really right or not the dark jokes forgets god it will be anjected;0,026150703;positive
ko asa dark jokes yaamaappp;0,075244141;positive
dark jokes never dark dark dark jokes dark many diki;0,046508789;positive
irony isdark jokes pasome krne vle gulambi chahte;0,03125;positive
look at the story using uncle cok template i remember bre there is no contact with your friends classmate;-0,005681818;negative
crta dark jokes intention jga pental anj;0,008370536;positive
rich canda show goblok canda use dark jokes;0,032260895;positive
moga cave jokes tetep dark jokes;0,134318034;positive
dark jokes dark jokes chief you dark jokes educational minimum maximum gobok;0,061767578;positive
ihhh maapp asa dark jokes gin;0,009765625;positive
may also paranoia mira lesmana maen nirina zubir nicsap luxar tau mira nga hold drama thril;-0,012618927;negative
may also paranoia mira lesmana maen nirina zubir nicsap luxar know mira nga hold drama;-0,012154798;negative
alahhhhh likes dark jokes dementia;0,050244141;positive
gumbul suwe wes dark jokes;0,01171875;positive
punten nak cumlaude negri sales indihome anjay dark jokes;0,007378472;positive
what is the dark jokes content on laughter;0,078430176;positive
accidentally send vid zhongli isengin maguu kenki use skill gmbar dick jeanluc cospling dark jokes orphanage emak;0,036606733;positive
joy seoa likes dark jokes attractive severe frequency of makas;0,118191189;positive
already the dark jokes category;0,030273438;positive
dark jokes akwkksskkaak;0,125406901;positive
ahahaha anjirr dark jokes;0,014648438;positive
dark jokes kalang cat out of antem until ngekein autotomy;0,044817243;positive
brother clay sg fadil abang tmnku selling coffee subscribing to buy coffee gasuka btul clay fadil;0,00546875;positive
dark jokes i really want to be xd really rsj waakk;0,177398682;positive
after exiting dark jokes really cool crazy cool dark jokes;0,082817925;positive
goblok fill good sister world lecture near sky iq down standard;0,058345702;positive
already blg dark jokes dark jokes disphare hoax slander;0,114854601;positive
i gataau tweet really satire dark jokes anjir;0,075334821;positive
ingetin eat healthy drinking dark jokes;0,121744792;positive
dark jokes is a bitter laugh;0,073547363;positive
my dark humor sign lontarin dark jokes;0,010457357;positive
dark jokes sosmed dark jokes mama;0,198323568;positive
love dark jokes bree;0,124023438;positive
dark jokes pasome lekin gulaambi interest;0,065470378;positive
gaberani kaloo dark jokes xixi;0,01171875;positive
bring the ad hominem school is really complicated by dark jokes;0,150983538;positive
the name of the jokes panca ngejokes brings the drunken drunken example;0,089477539;positive
nikipeka dark jokes ig kama wataniblock wale watu;0,030761719;positive
dark jokes dark jokes dark jokes object sensitive bung;0,119330512;positive
anjayy dark jokes mantep;0,014648438;positive
guess the direction of dark jokes;0,070678711;positive
gataau dark jokes dark jokes give chinese event event event;0,037914324;positive
dark jokes mna.;0,125406901;positive
disernogue dark jokes.;0,01953125;positive
its wrong to the harmless dark jokes;-0,195373535;negative
scotland gua becomes dark horse dark jokes;0,011067708;positive
ouch dark jokes is really dhwhsgwg;0,10546875;positive
really yekan dark jokes;0,131835938;positive
honest menfess waikiki bengki bgtt prison playbook dark jokes participate;0,034472656;positive
dark jokes boyfriend;0,125406901;positive
many admit dark jokes jokes hina petaaneh tiktok;0,108551025;positive
sok dark jokes once posted cok bakar beard gujat moral strange;0,033978271;positive
twitter ngucapin caci maki dark jokes;0,009765625;positive
ofanubis group;0,046875;positive
funny dark jokes;0,05078125;positive
jokes sometimes dark sorry;-0,121765137;negative
temenin tone ege flagless dark jokes dark jokes horrified horrified jirr yhaaa gataau;0,043381911;positive
indonesia maap dark jokes world perfume;0,030598958;positive
i use dark jokes dibully;0,103820801;positive
funny try the post with the invisible bang cokmus fitting battle dark jokes;0,06496582;positive
minimizing dark jokes;0,024739583;positive
wait for heats dark jokes uncle degree;0,043172201;positive
love the best dark jokes;0,303710938;positive
the situation of gin dark jokes teel i laughed my dog;-0,022879464;negative
sampean dark jokes is not dikiro cok;0,01171875;positive
my dark jokes oath please help me again;0,041992188;positive
fak dark jokes apus is not;-0,000976563;negative
baskara dark jokes sindir has no empathy;0,02421875;positive
meet dark jokes lvl dajjal beratu orphans jngan doubt to pukol abis pukol;0,038513184;positive
severe dark jokes qory gore;-0,0796875;negative
dark jokescreepy;-0,026733398;negative
ouch my head dark jokes;0,018554479;positive
sbnrnya dark jokes sullivan;0,014648438;positive
dark jokes mbak;0,125406901;positive
fear of dark jokes fishing line;-0,038757324;negative
metengi bastard dark jokes next level;-0,040380859;negative
fahnoor cutting money money;0,024169924;positive
never lecen sexually continued to be lecasty caskeeping fitting insensitive said;-0,060655382;negative
ngetawain dark jokes hell;-0,012390137;negative
dark jokes fate dark jokes;0,150488281;positive
javanese dark jokes wrong nepotism way find job with strap temali brother;-0,035079956;negative
asa dark jokes;0,01953125;positive
yok duel sosmed dark jokes dark hand;0,084054129;positive
adrian forced dark jokes mentioned sorry touching orphans;-0,002515793;negative
dark jokes gapapa change change old change girlfriend;0,063934326;positive
when i ordered the dark jokes ken nang haru tengsin funny gatau inti read this;0,013838335;positive
battle dark jokes;0,01953125;positive
dark jokes dark jokes matalo gue colok cancing iye;0,083604601;positive
available dark swr schepro jokes quotes;0,041015625;positive
awkward pose cutie meet for a while yeah neng opponent the match dark jokes;-0,047309028;negative
really like four hide dark jokes;0,131835938;positive
pgn tau dark jokes best;0,06171875;positive
noooo exciting bgttt dark jokes the seremulous seremulous fun;-0,018310547;negative
give dark jokes easy to ngatain broken home try;0,016561304;positive
the standard argument for the standard humor is different from ngtw;0,08610026;positive
fill in the discussion of the inner jokes dont really do it its really dm dii;0,0859375;positive
ndra hoo life full dark jokes not fun;0,001743862;positive
jancol dark jokes;0,01953125;positive
lathifaaa nnton dark jokes;0,014648438;positive
usuml dark jokes;0,01953125;positive
joger dark jokes receives the community;0,012542725;positive
exit dark jokes kleann;-0,000976563;negative
exit dark jokes kelean;-0,000976563;negative
fuhh dark jokes teruk hshshshd;0,01171875;positive
funny gapapa relaxing dark jokes;0,009960938;positive
anjink dark jokes;0,01953125;positive
dark jokes maapin;0,125406901;positive
dark jokes nanyin lights;0,099002838;positive
dark jokes kha maen;0,094055176;positive
really dark dark until wonder the strange jokes gin go;0,088531495;positive
dark jokes really;0,281656901;positive
i want to hold it funny to feel funny when youre just kyungsoo just gmail jokes dark eye wtf;0,044704536;positive
likes to sing a dream of sleeping laughing aka genuine natural barzah dark jokes;0,007700284;positive
luu join uncle sell dark jokes via asa;0,054024833;positive
king dark jokes perverted youth members;-0,041646322;negative
vat dark jokes.;0,01953125;positive
dark jokes really mark debut;0,169096375;positive
i cant get sick jaws due to dark jokes;-0,044332914;negative
strong because its hard to sad dont have sympathy lets go on the location of the dark jokes;-0,087945557;negative
dark jokes mulu timeline i;0,094055176;positive
my love is dark like dark jokes;0,190063477;positive
loki know call god dark jokes loki pardede;-0,015792847;negative
dont brave dark jokes;0,015930176;positive
jokes rich gin jokat funny dark jokes tai bagong;0,120174832;positive
as a result of the discussion of dark jokes samsek funny even though its really funny but;0,1121148;positive
really bangetttttt jokes jokes rich easily accept;0,2658735;positive
i arrived to believe the term quickly out jokes its dark jokes;0,083705357;positive
dark jokes enk ye;0,094055176;positive
dark jokes bapack pesbug stray twitter twitter text video tiktok;0,03762207;positive
dark jokes ava mark mask pap fathers contact there is no shaking bil;0,059298706;positive
laughing reality scene dark jokes smpai smpai;0,012276786;positive
dark jokes aware of dark;0,102844238;positive
how come the rep is a dark jokes;0,094057068;positive
sorry dark jokes is banned army because namjoon likes;-0,059709821;negative
ishooo now jokes flip dark jokes padahall funny jokes really bust;0,097265625;positive
goblok dark jokes goblok say dark jokes goblok;0,054595947;positive
no night dark jokes;-0,015625;negative
funny sharpiece than comedian pandemic material lawa dark jokes;0,015136719;positive
dark jokes oath is not moral;-0,007507324;negative
my dark jokes dog is not;-0,04296875;negative
mas pro dark jokes sarcases;0,01171875;positive
sorry dark jokes definition ngelamin sebagin;-0,074869792;negative
kiss dark jokes pandemi;0,014648438;positive
really good tektokan original exclaimed dark jokes with different servers gin different bushes;0,145830403;positive
hoby dark jokes diva cewe invites budek motorcycle;0,007324219;positive
divvvv oath li dark jokes really funny;0,057477679;positive
dark jokes dress anjirt bener oath of heart;0,020368304;positive
nyinarin dark jokes.;0,01953125;positive
my legitimate dark jokes i really hate amit amit until my child;0,013183594;positive
consider the dark jokes jaeland indonesia;0,038964844;positive
anjim has discussed an orphan because of the arrogant family;0,0109375;positive
vc candy dark jokes qm raid;-0,000651042;negative
funny devil dark jokes;-0,004070313;negative
i think i dont do the dark jokes know;0,021166992;positive
vc ken dark jokes gaenak;0,075244141;positive
entertaining tweet dark jokes;0,038085938;positive
empathy dark jokes pretentious;0,014648438;positive
location of dark jokes dmana;0,094055176;positive
dikatin dark jokes talking nealin cave broken home ortu;-0,000488281;negative
anjir asi dark jokes;0,014648438;positive
fooly four name flip dark jokes;0,0140625;positive
dark jokes funny bring public places;0,066774686;positive
dark jokes fit used together with circlemu bring medsos consumption of oran;0,08918457;positive
sorry the definition of dark jokes ngalamin ngejadin;-0,021931966;negative
matoy so dark jokes angry;0,058898926;positive
comment tiktok believes dark jokessinting conscience empathy dipake;-0,002288818;negative
funny dark jokes;0,05078125;positive
dark jokes stylish;0,187906901;positive
dark jokes dark jokes gundul so jokes dark jokes dipake lawa flavor;0,07088956;positive
dark jokes funny anjir can disaster using rich emot;0,047306061;positive
wear dark jokes jokes;0,169006348;positive
heck brpa life layang wktu becomes insensitive dark jokes;-0,048990885;negative
thiss dark jokes jokes sara jokes sensitive emang stay tongkrong socmed tiktok;0,074544271;positive
dark jokes true jokes criticism command use jokes simplenya anecdotted text;0,117797852;positive
dark jokes pure stupid babe;0,027197266;positive
dark jokes dark eye jokes;0,187988281;positive
tau dark jokes only dipake ngelamin teak kiki tiktok;-0,015136719;negative
hanging dark jokes mending dipake dipake understand;0,026245117;positive
jokes darimana dark jokes element jokes anjang annoyed;0,147857666;positive
dark jokes jokes stay;0,201553345;positive
lack of educational dark jokes;0,030273438;positive
dark jokes open refrigerator comot es freezer tea tea gada sweet kaga purpose;0,035334541;positive
uncomfortable even though falling dark jokes;-0,087487603;negative
dark jokes avatar wkwkwkwkw anjir toph dikengin;0,062674386;positive
waittt morning dark jokes religion arajkt content;0,008370536;positive
jokowiwin nurunin lawa dark jokes immune;0,01953125;positive
mane dark jokes rich gin;0,048101807;positive
kayak dark jokes presentation;0,014648438;positive
rich dark jokes is afraid to be really really;0,115605672;positive
extreme dark jokes;-0,022135417;negative
yesterday the story of the dark jokes life office of the office of the office of the dark jokes kuen dark jokes;0,040629069;positive
satire brings with dark jokes funny;0,042626953;positive
din sense humor you type dark sense humor pon jokes you;0,084337023;positive
personal attack road damaged mental criticism of capital;-0,089041574;negative
anjir dark jokes ngakak istigfar;0,01171875;positive
comedy jobs really dark jokes sandiaga uno so choose leluc;0,093788995;positive
comedy really dark jokes sandiaga uno so choose as;0,1207101;positive
dark jokes separate haihhhh;0,000305176;positive
lek beset lek lek onok lek ilang siji dark jokes crew dewe ngkok;-0,000300481;negative
puhh is really dark jokes;0,211242676;positive
dark jokes dark jokes tai cat adab dont need blanket flip dark jokes tai;0,053466797;positive
teacher gin deserves disciple dark dark jokes funny tiktok shot ipo;0,01180185;positive
the comedian teacher hurts sometimes comedian to say dark jokes;-0,002532959;negative
anime dark jokes life;0,094177246;positive
dark jokes kontol using account normalization dark jokes used even though;0,075183105;positive
lord cool dark jokes;-0,016601563;negative
funny ngga jiji cave dark jokes bastard dark jokes copas context mulu;0,032755534;positive
dime dad dad dark joke jokes;0,134318034;positive
habib fess ngehark jokes next level dark;-0,011067708;negative
clay indonesian cute assembly variety dark jokes available;0,078613281;positive
dark sharses jokes;0,125406901;positive
arajkt dark jokes;0,01953125;positive
utopia indowakanda people who are rich command ngelawak mulu pandemic;0,026157379;positive
low age dark jokes pretext;-0,03840332;negative
ustad dark jokes;0,01953125;positive
dark jokes soccer satire;0,094055176;positive
weve dark jokes dagel season mixed command;0,010044643;positive
cheerful likes dark jokes sometimes understand the right humor;0,151641846;positive
my friend jokes through the original limit of my dark jokes;0,072916667;positive
doolken jomblo read dark jokes;0,075268555;positive
bokuaka onetweet sosmed au incorrect dark jokes;-0,090959821;negative
listen to dark jokes;0,017333984;positive
xixixixixi dark jokes members;0,014648438;positive
wkwkwkwkwkwkw dark jokes.;0,01953125;positive
read black widow keri gemas plot scene human trafficking child abuse sterilisas;0,010559082;positive
ngabers dark jokes package;0,013000488;positive
clay dark jokes noract impression;-0,00078125;negative
example of the dark jokes jokes the dark doanang ud;-0,006696429;negative
dark jokes avatar wkwkwwkwk;0,109680176;positive
its its like jokes thank you kind dark jokes;0,161181641;positive
punten aya dark jokes kanggo cies uno teu rada;0,006510417;positive
really like the drama of the prison playbook dark jokes really;0,157924107;positive
fak i see dark jokes kaori;0,07910271;positive
free but now its best-selling thanks to delta dark jokes intensifies;0,131870815;positive
dawnn dh dark jokes;0,014648438;positive
like pretentious dark jokes;0,040364583;positive
original understand dark jokes cuyy;0,028125;positive
think dark jokes.;0,01953125;positive
dark jokes father favors coffee while the noise runs out;0,058361598;positive
forgiveness house bang dark jokes;0,102197266;positive
antenna gabisa dark jokes;0,014648438;positive
my friend hesitate dark jokes doubt the fine soul of ravaged porous;0,046657986;positive
dark jokes;0,188110352;positive
dark jokes anying.;0,125406901;positive
exe chuuankss after dark jokes;0,094055176;positive
my fight is hard against the dark jokes;-0,103713989;negative
sorry my mutual darch dark jokes country bub has no friend for;-0,075683594;negative
not making dark jokes and funny toilet artage;-0,088751475;negative
gif i use josh sunquist standup comedian master dark jokes because of banys material;0,025366211;positive
dark jokes aowkwkwkw.;0,125406901;positive
sometimes the response of the casual racism dark jokes different openminded society;0,041531033;positive
gatau why dark jokes im funny chuakssss;0,025390625;positive
remember dark jokes;0,156005859;positive
dark jokes head;0,135823568;positive
authors note first all au im really sorry if you dont understand it;0,009982639;positive
family mari dark jokes yok yok;0,009765625;positive
trgantunglo with unbelieving haram juga dark jokes;-0,005859375;negative
buset clear hxhfss dark jokes;0,100399017;positive
sometimes i think of the dark jokes dark jokes dark jokes ngetawain tragedy meanwhile mean jokes gau;0,098336356;positive
wonder konco dark jokes terimo ngunulo;0,100911458;positive
maybe cowonya lwn type obrol adaptation indeed first date is emang;0,004296875;positive
semarang teng bangett opo semarang neng lawa dark jokes xixixixi;0,005859375;positive
dark jokes meer.;0,125406901;positive
dark jokes bapack cobela kerje sun;0,065307617;positive
i dare to post dark jokes hooks im cf ig already posted for apus;0,022652366;positive
really nyesek dark jokes;0,131835938;positive
okay dark jokes right;0,032653809;positive
benerrr and protected back dark jokes muluuu sebel;0,000174386;positive
mbah beng likes dark jokes horrified horrified;0,091134208;positive
thought to consider dark jokes;0,141784668;positive
rosie yateam member ngakak clay dark jokes;0,008370536;positive
yateam members dont see dark jokes;0,065918925;positive
get the dark jokes gag community;0,023041342;positive
likes to change bucinnn continues the daily life humor comedy continues to lightly make it think jngkelmahnyes;0,015061599;positive
need tweet dark jokes poetic thank you;0,065869141;positive
need a recommendation for shitpost lucusucu yok dark jokes adult jokes ken;0,059765625;positive
dark jokes nang.;0,125406901;positive
asw emotion mas think of dark jokes;0,088867188;positive
being racist rude body shaming dark humor said very first day ngatain mod;-0,046364524;negative
bund so many dark jokes cok lawak uganda;0,053745815;positive
farel beri dark jokes luna kurakura age;0,008370536;positive
i clarified god i left the wedge aware;0,120300293;positive
different daughter dear dark jokes;0,08359375;positive
bole gapake photo of aowkwowk dark jokes;0,009765625;positive
thinking of the jokes of the brandqs weird it was angry;0,0703125;positive
dark jokes fits public friends;0,184423828;positive
git right only ticked dark jokes think of train fly td;0,06781684;positive
blind dark jokes jokes;0,268636068;positive
orphans becomes the material of bik bik dark jokes name;0,010742188;positive
dark jokes sungjae poster boy roka ilhoon wanted melody sing;0,062201606;positive
there is no understanding of dark jokes im funny;-0,062744141;negative
tumben dark jokes;0,01953125;positive
kakel guy or the story can be dket smpk sekrng kanda gin anjir;-0,000651042;negative
dark jokes jokes bapakbak;0,201477051;positive
nyerempet dark jokes huweee beart;0,01171875;positive
matiin dark jokes;0,01953125;positive
foreign jokes bring dark gabisa bring the foreign gabisa;0,002349854;positive
morning adekku borrowed sportswear borrowing school grove ad ad;-0,017361111;negative
dark jokes fortunately shbt ron;0,125244141;positive
spill dark jokes fasttttt;0,092102051;positive
allah taught to hear dark jokes not laugh;0,075244141;positive
dark jokes yaudah gajadi;0,094055176;positive
just a dark dark dark jokes;-0,091491699;negative
shard of dark jokes upload photo of stump foot;0,0269601;positive
dark jokes dont write mheres rep;0,062703451;positive
syg dark jokes dont write rep mhere;0,008370536;positive
dark jokes ku komjak children are gin;0,067911784;positive
dark jokes cute noract;0,195617676;positive
the follower account dark jokes nevertheless called the prophet;0,059945293;positive
jpf suggestion manga dark jokes rich tsuiraku jk haijin kyoushi;0,024050903;positive
dark jokes is rich;0,186045329;positive
brarti target market dark jokes rul;0,062703451;positive
luckily reject yhaaa dark jokes;0,036914063;positive
cereh mouth bears original south pole rare dark jokes;-0,004867554;negative
wake up in the morning meet nyokap bokap fix thank god junior cave;-0,00703125;negative
dark jokes meta the buff is upset laughing;-0,040161133;negative
clown main theater lights real dark jokes tea ning nes;0,050480627;positive
dark jokes papua nkri serang nationalists;0,062703451;positive
use dark jokes so kece sie;0,013671875;positive
rame eps dark jokes;0,094055176;positive
dark jokes wkwkwkwkw.;0,125406901;positive
thinly hina canda different easy emotions easy fishing field strangely words of baper;0,064407349;positive
crazy taste of jokes jokes jokes meet jokes;0,247000558;positive
gin tautau school story adu fate lecture work abis;-0,006727431;negative
dark jokes bocil now;0,125406901;positive
ramabaskara bangjokes really dark arep misuh gawane;0,059326172;positive
dark jokes vibe is sad;-0,046569824;negative
failed to understand the discus group chat golir dark jokes receive darkn;0,032263862;positive
severe gasuka dark jokes;-0,09765625;negative
alit adohhhhh dark jokes;0,014648438;positive
dark jokes hobby life age stories;0,061808268;positive
ken read dark jokes dark jokes hiyahiyahiya;0,062133789;positive
dark jokes likes to ngatain name of parents like jiaahh basic hasan;0,056993273;positive
likes dark jokes temple prayer parents tbtb ngomel god dick;0,04699707;positive
dark jokes angel of the islamic grave islamic;0,058797201;positive
soccer dark jokes bakarakak;0,014648438;positive
crazy sense of humor destroyed gasengaja look dark jokes keteless fffffff accidentally;0,045274523;positive
this dark jokes;0,029296875;positive
gin school story tautau adu fate of lecture work;-0,007568359;negative
brarti my father dl likes dark jokes;0,127156576;positive
lakik out dark jokes;0,01953125;positive
moal focuses tetep dark jokes tag maneh hungkul bae maneh bala me notif gek;0,036560059;positive
hadttt jokes split dark;0,094055176;positive
split dark jokes dawn nggarai emoti dick;0,008370536;positive
fucking dark jokes dick is horrified;0,093994141;positive
suguh dark jokes punchlinnya make think topic agam;0,010960579;positive
tau dark jokes uncle;0,014648438;positive
dark jokes bang mianee;0,104309082;positive
dark jokes night wag come on rene dolan rene rene souples kabeh ohok ngarepmu kabeh;0,039428711;positive
gapapa cip itung fight trauma dark jokes cave;-0,023925781;negative
dark jokes duo yteam;0,090148926;positive
canda the rich place to sell the dark jokes ala gito high school;0,026941723;positive
dark jokes bcs dark ava anying;0,053792318;positive
exciting dark jokes sensor;0,07208252;positive
misalkn dark jokes clown;0,014648438;positive
it is said that the dark jokes circle opinion is ajaaaaaa;-0,062825521;negative
handle urus family swab nyari isoman adek rate friday piki;-0,00078125;negative
dark jokes gedig really;0,211242676;positive
bener dog dark jokes content lose;-0,065409342;negative
dark jokes funny laughs crazy;0,065869141;positive
dark jokes solutions;0,126708984;positive
during his stay because of covid dark jokes dark jokes tai cat muke dark conscience;0,005792791;positive
dark jokes moment deannn dee sahabt sahabat juak ku langitu mu laugh;0,036560059;positive
hudhi dark jokes no brain comments;-0,0421875;negative
open the contents of love love bored the dog is really open twitter noise dark jokes;0,096567661;positive
brave dark jokes;-0,084635417;negative
royan bang kotye pound laparr dark jokes;0,037944249;positive
ppkm slowly turns off dark jokes;0,075244354;positive
dark jokes team sono ite geratengin hiii brake;0,007324219;positive
dark jokes level grandma grandma ku grandma yesterdays dead of the friend wkwkwkw grandma wkwkwkw;0,048992304;positive
chat bladder onion dark jokes gada term;0,023995536;positive
why dont you get dark jokes kris see funny ajgggg;0,068966986;positive
deehdark jokes good valid;0,306326658;positive
can last night margaasih rame rame sound ambulance dark jokes down;0,066026476;positive
until i want to like dark jokes;0,137695313;positive
understand my dark jokes;0,083333333;positive
dark jokes moment deannn dee sahabt sahabat juak ku langgal mu laugh win;0,041304155;positive
dark jokes dark jokes listen to dark jokes;0,11492048;positive
dark jokes wkakakakakak saw patang ppkm fast;0,053745815;positive
dark jokes cave tampol advance;0,095556641;positive
brrti eit afraid of dark jokes;-0,021630859;negative
got dark jokes;0,146231013;positive
dark jokes dark cancel xixixixi;0,064550781;positive
cheating dark jokes;0,00390625;positive
dark jokes wuhan dick;0,086242676;positive
tiktok fill dark jokes content warn;0,005411784;positive
dark writing jokes notes sometimes ken;0,009684245;positive
had entered the dark cmiiw sex jokes;0,00546875;positive
dark dark jokes;0,001708984;positive
yesterday finished vaccine bathroom puskesmas bathroom pull story;0,000854492;positive
i didnt understand the dark jokes of the child;0,05625;positive
alas dark jokes asuu;0,094055176;positive
my friend dark jokes really said positively afraid of the njir house;0,011935764;positive
kln temen cowo hobbies dark jokes;0,008666992;positive
cannnn hide behind dark jokes hala hala tai;0,053745815;positive
anjir dark jokes until i was with drak hyung;0,01171875;positive
may also dark jokes piyo;0,013000488;positive
nak dark jokes takpalah;0,014648438;positive
dark jokes mentions dword bahang abis dword where the world dream dream;0,06496582;positive
invites the family of cw dark jokes nyokap;0,022786458;positive
mlipaka jokes zenu rang zikakua dark humor;0,015066964;positive
ldr failed dark jokes bastard;-0,071655273;negative
dark jokes night heart;0,079589844;positive
reply dark jokes;0,01953125;positive
onieljkt says take heart take wisdom mirajkt says take hikma;0,037762112;positive
had been dark jokes ngakak;0,125406901;positive
dark brain dark jokes close funny stupid name;-0,015960693;negative
severe towards dark jokes;-0,09765625;negative
guess what dark jokes;-0,013916016;negative
darkjokes maap dark can be the theme of the hapenya dark;-0,12109375;negative
dark jokes sksks;0,125406901;positive
gue dark jokes;0,01953125;positive
hiya hiya die lights aka dark jokes really father singles;0,086476135;positive
wissss understand dark jokes;0,0625;positive
throw dark jokes the different group response to laugh;0,040736607;positive
dadi carcass neng dark jokes;0,01171875;positive
dark jokes darimana jokes;0,201477051;positive
dark jokes article yatim yatim too much sikit little dahla damn;-0,028428819;negative
jokes mu dark.;0,01953125;positive
the dark cave space jdanya funny jokes confused religion sndiri bahkn select athe;-0,004638672;negative
i filled the jokes jokes dark dare ku screen shoot doang many;0,086507161;positive
happy happy just comfortable jokes name;0,33203125;positive
dark jokes sister level sister;0,050244141;positive
funny dark jokes location;0,038085938;positive
funny jokes say dark kaga;0,094384766;positive
dark jokes wkwkwdasar peoples twitter;0,075244141;positive
gin says dark jokes humor mu lelep water;0,053375244;positive
mediator debate debate like topic chat random serious samp;-0,001953125;negative
dark jokes jokes are hard;0,088973999;positive
sender practically insult not jokes not dark dark;-0,011271159;negative
dark jokes continue kuhan continue;0,075244141;positive
this is dark jokes its a stupid;-0,025634766;negative
